# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
# The units of phi, tau in the derivatives and the potential V are the following:
# --> phi is given in units of the reduced Planck mass m_Pl = (8 pi G)^(-1/2)
# --> tau in the derivative of V(phi) is given in units of Mpc.
# --> the potential V(phi) is given in units of m_Pl^2/Mpc^2.
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_cdm            12:(.)rho_ur             13:(.)rho_crit           14:(.)Omega_m            15:(.)Omega_r            16:(.)rho_scf            17:(.)p_scf              18:(.)p_prime_scf        19:phi_scf               20:phi'_scf              21:V_scf                 22:V'_scf                23:V''_scf               24:w_scf                 25:Omega_scf             26:(.)rho_tot            27:(.)p_tot              28:(.)p_tot_prime        29:gr.fac. D             30:gr.fac. f          
       7.243580947828e+13       1.440746255892e-25       6.399204721674e-09       1.131900834392e+22       1.372907495785e+04       1.895343623097e-10       9.944766579599e+17       3.694743641376e-09       7.575169291715e+43       9.459856131393e+32       5.074576378038e+33       5.236825696652e+43       1.281199498897e+44       4.699160432362e-11       9.999999999530e-01       4.623513990522e+04      -4.623246311742e+04      -1.254845514362e+09      -4.583040000000e+00       3.912139047731e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999421049052e-01       3.608738525502e-40       1.281199498897e+44       4.270664996122e+43      -2.669380963551e+52       1.318266722054e-05       1.215850701046e+00 
       7.166136808825e+13       1.472054689498e-25       6.468326319009e-09       1.107826971948e+22       1.372907495785e+04       1.915826521892e-10       9.838442940658e+17       3.734672580463e-09       7.256370549422e+43       9.159670757798e+32       4.913547120857e+33       5.016435447747e+43       1.227280599775e+44       4.749944061451e-11       9.999999999525e-01       4.623505631162e+04      -4.623254671102e+04      -1.163892054469e+09      -4.583040000000e+00       3.828933616413e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999457208275e-01       3.767276718958e-40       1.227280599775e+44       4.090935332390e+43      -2.529702472961e+52       1.335495354153e-05       1.200165551450e+00 
       7.089520657347e+13       1.504043477477e-25       6.539266905747e-09       1.084265125076e+22       1.372907495785e+04       1.936530778512e-10       9.733256051996e+17       3.775033029915e-09       6.950988357200e+43       8.869011032084e+32       4.757627732901e+33       4.805320256793e+43       1.175630861456e+44       4.801276507084e-11       9.999999999520e-01       4.623497793911e+04      -4.623262508352e+04      -1.079531064942e+09      -4.583040000000e+00       3.747497841982e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999491109178e-01       3.932780216561e-40       1.175630861456e+44       3.918769537997e+43      -2.397332823260e+52       1.352723986252e-05       1.184879941856e+00 
       7.013723641037e+13       1.536727404418e-25       6.608388503082e-09       1.061204403959e+22       1.372907495785e+04       1.957458785163e-10       9.629193760145e+17       3.815829653046e-09       6.658458083535e+43       8.587574681138e+32       4.606656064982e+33       4.603089785739e+43       1.126154786982e+44       4.853163700296e-11       9.999999999515e-01       4.623490446161e+04      -4.623269856103e+04      -1.001284711683e+09      -4.583040000000e+00       3.667794086465e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999522892799e-01       4.105555026367e-40       1.126154786982e+44       3.753849289758e+43      -2.271889570773e+52       1.369952618351e-05       1.169978798324e+00 
       6.938737002177e+13       1.570121576169e-25       6.681148079224e-09       1.038634150391e+22       1.372907495785e+04       1.978612959901e-10       9.526244041571e+17       3.857067163567e-09       6.378238859265e+43       8.315069023744e+32       4.460475113318e+33       4.409370123796e+43       1.078760898359e+44       4.905611636223e-11       9.999999999509e-01       4.623483557338e+04      -4.623276744926e+04      -9.287097948399e+08      -4.583040000000e+00       3.589785512340e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999552691365e-01       4.285920600544e-40       1.078760898359e+44       3.595869661020e+43      -2.153010283641e+52       1.387181250450e-05       1.155447795780e+00 
       6.864552076686e+13       1.604241426852e-25       6.752088665962e-09       1.016543932851e+22       1.372907495785e+04       1.999995746915e-10       9.424395001290e+17       3.898750326129e-09       6.109812577545e+43       8.051210666207e+32       4.318932856258e+33       4.223803096099e+43       1.033361567416e+44       4.958626374787e-11       9.999999999504e-01       4.623477098778e+04      -4.623283203486e+04      -8.613952385009e+08      -4.583040000000e+00       3.513436065599e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999580628848e-01       4.474210426018e-40       1.033361567416e+44       3.444538557881e+43      -2.040351494675e+52       1.404409882550e-05       1.141273312085e+00 
       6.791160293113e+13       1.639102725984e-25       6.826667231508e-09       9.949235416786e+21       1.372907495785e+04       2.021609616809e-10       9.323634871493e+17       3.940883956875e-09       5.852682935902e+43       7.795725207637e+32       4.181882096184e+33       4.046045601464e+43       9.898728537863e+43       5.012214041400e-11       9.999999999499e-01       4.623471043607e+04      -4.623289258656e+04      -7.989597622776e+08      -4.583040000000e+00       3.438710459052e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999606821479e-01       4.670772641075e-40       9.898728537863e+43       3.299576179122e+43      -1.933587709010e+52       1.421638514649e-05       1.127442385436e+00 
       6.718553171646e+13       1.674721585764e-25       6.899426807649e-09       9.737629843605e+21       1.372907495785e+04       2.043457066886e-10       9.223952010184e+17       3.983472923996e-09       5.606374518605e+43       7.548346954585e+32       4.049180306438e+33       3.875768978021e+43       9.482143497107e+43       5.066380827671e-11       9.999999999493e-01       4.623465366632e+04      -4.623294935632e+04      -7.410497216691e+08      -4.583040000000e+00       3.365574156015e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999631378228e-01       4.875970679037e-40       9.482143497107e+43       3.160714498875e+43      -1.832410463685e+52       1.438867146748e-05       1.113942674838e+00 
       6.646722323137e+13       1.711114468521e-25       6.974005373195e-09       9.530524809081e+21       1.372907495785e+04       2.065540621437e-10       9.125334899838e+17       4.026522148293e-09       5.370431917652e+43       7.308818644734e+32       3.920689483094e+33       3.712658395534e+43       9.083090313651e+43       5.121132992123e-11       9.999999999488e-01       4.623460044229e+04      -4.623300258035e+04      -6.873371049631e+08      -4.583040000000e+00       3.293993354345e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999654401264e-01       5.090183940240e-40       9.083090313651e+43       3.027696771062e+43      -1.736527436420e+52       1.456095778848e-05       1.100762423373e+00 
       6.575659448129e+13       1.748298194325e-25       7.050402928144e-09       9.327824593390e+21       1.372907495785e+04       2.087862832032e-10       9.027772146067e+17       4.070036603746e-09       5.144418890750e+43       7.076891179354e+32       3.796276001441e+33       3.556412273305e+43       8.700831164506e+43       5.176476860912e-11       9.999999999482e-01       4.623455054254e+04      -4.623305248009e+04      -6.375176753290e+08      -4.583040000000e+00       3.223934970830e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999675986371e-01       5.313808493510e-40       8.700831164506e+43       2.900277054685e+43      -1.645661601045e+52       1.473324410947e-05       1.087890424050e+00 
       6.505356335897e+13       1.786289948754e-25       7.124981493689e-09       9.129435512528e+21       1.372907495785e+04       2.110426277819e-10       8.931252476306e+17       4.114021318088e-09       4.927917554735e+43       6.852323364255e+32       3.675810477026e+33       3.406741722570e+43       8.334659277741e+43       5.232418828563e-11       9.999999999477e-01       4.623450375944e+04      -4.623309926320e+04      -5.913092475649e+08      -4.583040000000e+00       3.155366625880e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999696223355e-01       5.547257808476e-40       8.334659277741e+43       2.778219759102e+43      -1.559550427108e+52       1.490553043046e-05       1.075315988027e+00 
       6.435804863501e+13       1.825107290833e-25       7.203198038042e-09       8.935265875012e+21       1.372907495785e+04       2.133233565814e-10       8.835764738511e+17       4.158481373388e-09       4.720527612930e+43       6.634881658956e+32       3.559167631089e+33       3.263370012362e+43       7.983897625715e+43       5.288965358705e-11       9.999999999471e-01       4.623445989832e+04      -4.623314312432e+04      -5.484500897537e+08      -4.583040000000e+00       3.088256628553e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999715196412e-01       5.790963520049e-40       7.983897625715e+43       2.661299208431e+43      -1.477945121372e+52       1.507781675146e-05       1.063028915003e+00 
       6.366996994847e+13       1.864768161164e-25       7.281414582394e-09       8.745225939499e+21       1.372907495785e+04       2.156287331212e-10       8.741297899866e+17       4.203421906634e-09       4.521865615026e+43       6.424339933808e+32       3.446226160290e+33       3.126032057854e+43       7.647897673289e+43       5.346122984819e-11       9.999999999465e-01       4.623441877669e+04      -4.623318424595e+04      -5.086974407867e+08      -4.583040000000e+00       3.022573961948e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999732984479e-01       6.045376226485e-40       7.647897673289e+43       2.549299224293e+43      -1.400609908997e+52       1.525010307245e-05       1.051019465625e+00 
       6.298924779757e+13       1.905290890215e-25       7.359631126747e-09       8.559227873316e+21       1.372907495785e+04       2.179590237682e-10       8.647841045515e+17       4.248848110333e-09       4.331564248103e+43       6.220479234834e+32       3.336868610550e+33       2.994473930236e+43       7.326038178735e+43       5.403898310993e-11       9.999999999460e-01       4.623438022344e+04      -4.623322279920e+04      -4.718261353166e+08      -4.583040000000e+00       2.958288268848e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999749661566e-01       6.310966322513e-40       7.326038178735e+43       2.442012726113e+43      -1.327321352337e+52       1.542238939345e-05       1.039278335740e+00 
       6.231580353053e+13       1.946694206784e-25       7.437847671099e-09       8.377185711859e+21       1.372907495785e+04       2.203144977682e-10       8.555383377294e+17       4.294765233104e-09       4.149271657499e+43       6.023087556026e+32       3.230981254909e+33       2.868452387215e+43       7.017724045097e+43       5.462298012687e-11       9.999999999454e-01       4.623434407815e+04      -4.623325894449e+04      -4.376273283849e+08      -4.583040000000e+00       2.895369837686e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999765297057e-01       6.588224869066e-40       7.017724045097e+43       2.339241348238e+43      -1.257867705385e+52       1.559467571444e-05       1.027796632355e+00 
       6.164955933647e+13       1.988997246662e-25       7.519702194259e-09       8.199015318865e+21       1.372907495785e+04       2.226954272766e-10       8.463914212489e+17       4.341178580288e-09       3.974650796248e+43       5.831959618868e+32       3.128453975253e+33       2.747734423279e+43       6.722385219898e+43       5.521328837500e-11       9.999999999448e-01       4.623431019043e+04      -4.623329283221e+04      -4.059073124910e+08      -4.583040000000e+00       2.833789588818e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999779956007e-01       6.877664501222e-40       6.722385219898e+43       2.240795073175e+43      -1.192048301992e+52       1.576696203544e-05       1.016565851175e+00 
       6.099043823641e+13       2.032219561480e-25       7.599737728015e-09       8.024634347525e+21       1.372907495785e+04       2.251020873901e-10       8.373422982598e+17       4.388093514564e-09       3.807378801907e+43       5.646896658854e+32       3.029180147798e+33       2.632096838881e+43       6.439475641148e+43       5.580997605953e-11       9.999999999442e-01       4.623427841927e+04      -4.623332460336e+04      -3.764864204059e+08      -4.583040000000e+00       2.773519061093e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999793699406e-01       7.179820376032e-40       6.439475641148e+43       2.146491880263e+43      -1.129672976100e+52       1.593924835643e-05       1.005577855593e+00 
       6.033836407438e+13       2.076381127720e-25       7.683411240578e-09       7.853962202426e+21       1.372907495785e+04       2.275347561781e-10       8.283899232113e+17       4.435515456560e-09       3.647146399602e+43       5.467706218783e+32       2.933056532204e+33       2.521325827764e+43       6.168472227714e+43       5.641311212276e-11       9.999999999436e-01       4.623424863249e+04      -4.623335439015e+04      -3.491980074954e+08      -4.583040000000e+00       2.714530398655e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999806584434e-01       7.495251161991e-40       6.168472227714e+43       2.056157409122e+43      -1.070561512313e+52       1.611153467743e-05       9.948248570320e-01 
       5.969326150864e+13       2.121502355978e-25       7.765265763737e-09       7.686920002301e+21       1.372907495785e+04       2.299937147154e-10       8.195332617307e+17       4.483449885488e-09       3.493657330200e+43       5.294201948612e+32       2.839983164209e+33       2.415216581641e+43       5.908873912178e+43       5.702276625205e-11       9.999999999430e-01       4.623422070613e+04      -4.623338231651e+04      -3.238875078329e+08      -4.583040000000e+00       2.656796338114e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999818664703e-01       7.824540071982e-40       5.908873912178e+43       1.969624637280e+43      -1.014543125216e+52       1.628382099842e-05       9.842993965366e-01 
       5.905505600295e+13       2.167604100387e-25       7.848939276300e-09       7.523430543570e+21       1.372907495785e+04       2.324792471141e-10       8.107712905046e+17       4.531902339773e-09       3.346627802545e+43       5.126203411662e+32       2.749863251674e+33       2.313572911521e+43       5.660200714392e+43       5.763900888787e-11       9.999999999424e-01       4.623419452400e+04      -4.623340849864e+04      -3.004115587094e+08      -4.583040000000e+00       2.600290195942e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999829990473e-01       8.168295941597e-40       5.660200714392e+43       1.886733571355e+43      -9.614559659449e+51       1.645610731942e-05       9.739943275141e-01 
       5.842367381797e+13       2.214707668257e-25       7.934431778267e-09       7.363418264659e+21       1.372907495785e+04       2.349916405570e-10       8.021029971599e+17       4.580878417692e-09       3.205785968747e+43       4.963535896968e+32       2.662603073921e+33       2.216206884969e+43       5.421992854032e+43       5.826191123193e-11       9.999999999417e-01       4.623416997715e+04      -4.623343304549e+04      -2.786371886028e+08      -4.583040000000e+00       2.544985856126e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999840608869e-01       8.527154354836e-40       5.421992854032e+43       1.807330951239e+43      -9.111466545633e+51       1.662839364041e-05       9.639027995549e-01 
       5.779904200274e+13       2.262834829922e-25       8.019924280234e-09       7.206809211080e+21       1.372907495785e+04       2.375311853300e-10       7.935273801475e+17       4.630383778026e-09       3.070871421555e+43       4.806030237591e+32       2.578111884268e+33       2.122938478630e+43       5.193809900491e+43       5.889154525541e-11       9.999999999411e-01       4.623414696346e+04      -4.623345605918e+04      -2.584410640058e+08      -4.583040000000e+00       2.490857758104e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999850564070e-01       8.901778819261e-40       5.193809900491e+43       1.731269966728e+43      -8.634698369217e+51       1.680067996141e-05       9.540182432456e-01 
       5.718108838624e+13       2.312007828801e-25       8.107235771604e-09       7.053531001245e+21       1.372907495785e+04       2.400981748566e-10       7.850434486262e+17       4.680424140705e-09       2.941634712878e+43       4.653522634690e+32       2.496301815658e+33       2.033595245378e+43       4.975229958552e+43       5.952798370729e-11       9.999999999405e-01       4.623412538716e+04      -4.623347763548e+04      -2.397087908458e+08      -4.583040000000e+00       2.437880884949e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999859897496e-01       9.292861992777e-40       4.975229958552e+43       1.658409986085e+43      -8.182877646968e+51       1.697296628241e-05       9.443343559076e-01 
       5.656974156908e+13       2.362249391680e-25       8.194547262974e-09       6.903512793017e+21       1.372907495785e+04       2.426929057310e-10       7.766502223481e+17       4.731005287479e-09       2.817836892574e+43       4.505854487180e+32       2.417087789279e+33       1.948011995474e+43       4.765848888335e+43       6.017130012275e-11       9.999999999398e-01       4.623410515847e+04      -4.623349786417e+04      -2.223342665389e+08      -4.583040000000e+00       2.386030751812e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999868647981e-01       9.701126964314e-40       4.765848888335e+43       1.588616296016e+43      -7.754698974079e+51       1.714525260340e-05       9.348450881953e-01 
       5.596493091520e+13       2.413582739195e-25       8.283677743748e-09       6.756685250967e+21       1.372907495785e+04       2.453156777528e-10       7.683467315457e+17       4.782133062579e-09       2.699249066647e+43       4.362872226793e+32       2.340387426085e+33       1.866030491139e+43       4.565279558063e+43       6.082156883164e-11       9.999999999392e-01       4.623408619323e+04      -4.623351682941e+04      -2.062190790028e+08      -4.583040000000e+00       2.335283394576e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999876851935e-01       1.012732859077e-39       4.565279558063e+43       1.521759852595e+43      -7.348925252581e+51       1.731753892440e-05       9.255446314948e-01 
       5.536658654378e+13       2.466031596598e-25       8.372808224522e-09       6.612980514328e+21       1.372907495785e+04       2.479667939614e-10       7.601320168198e+17       4.833813373392e-09       2.585651974035e+43       4.224427158374e+32       2.266120961130e+33       1.787499153984e+43       4.373151128288e+43       6.147886496711e-11       9.999999999385e-01       4.623406841253e+04      -4.623353461011e+04      -1.912719492439e+08      -4.583040000000e+00       2.285615358826e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999884543490e-01       1.057225489269e-39       4.373151128288e+43       1.457717042673e+43      -6.964384117108e+51       1.748982524540e-05       9.164274060669e-01 
       5.477463932109e+13       2.519620204710e-25       8.463757694699e-09       6.472332165631e+21       1.372907495785e+04       2.506465606714e-10       7.520051290284e+17       4.886052191150e-09       2.476835581215e+43       4.090375305243e+32       2.194211160613e+33       1.712272784751e+43       4.189108366226e+43       6.214326447426e-11       9.999999999379e-01       4.623405174237e+04      -4.623355128027e+04      -1.774082143339e+08      -4.583040000000e+00       2.237003688987e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999891754651e-01       1.103672851128e-39       4.189108366226e+43       1.396369455322e+43      -6.599964547685e+51       1.766211156639e-05       9.074880498842e-01 
       5.418902085255e+13       2.574373331120e-25       8.554707164876e-09       6.334675200010e+21       1.372907495785e+04       2.533552875075e-10       7.439651291771e+17       4.938855551614e-09       2.372598693860e+43       3.960577259470e+32       2.124583241557e+33       1.640212294851e+43       4.012810988962e+43       6.281484411893e-11       9.999999999372e-01       4.623403611340e+04      -4.623356690923e+04      -1.645493478660e+08      -4.583040000000e+00       2.189425917714e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999898515421e-01       1.152160822939e-39       4.012810988962e+43       1.337603662903e+43      -6.254613659762e+51       1.783439788739e-05       8.987214081153e-01 
       5.360966347481e+13       2.630316281633e-25       8.647475624457e-09       6.199945995156e+21       1.372907495785e+04       2.560932874406e-10       7.360110883108e+17       4.992229555773e-09       2.272748584847e+43       3.834898036892e+32       2.057164794041e+33       1.571184449194e+43       3.843933034285e+43       6.349368149657e-11       9.999999999365e-01       4.623402146059e+04      -4.623358156205e+04      -1.526225151682e+08      -4.583040000000e+00       2.142860055510e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999904853930e-01       1.202779055936e-39       3.843933034285e+43       1.281311011347e+43      -5.927333662210e+51       1.800668420839e-05       8.901225232128e-01 
       5.303650024796e+13       2.687474911979e-25       8.740244084038e-09       6.068082281913e+21       1.372907495785e+04       2.588608768238e-10       7.281420874062e+17       5.046180370549e-09       2.177100637917e+43       3.713206936740e+32       1.991885705896e+33       1.505061619852e+43       3.682162258006e+43       6.417985504119e-11       9.999999999358e-01       4.623400772297e+04      -4.623359529967e+04      -1.415601607577e+08      -4.583040000000e+00       2.097284580570e-14       1.387014045340e+05      -8.772247059828e+05       5.548056181354e+06      -9.999910796551e-01       1.255621140064e-39       3.682162258006e+43       1.227387419257e+43      -5.617178974489e+51       1.817897052939e-05       8.816866255645e-01 
